release_note_date,smushed_event_type,format_event_type,legacy_event_types,admin_interest,security_interest,event_type_description,event_type_tags
2017.01,appoffice365apisyncjobcompletecontact,app.office365.api.sync.job.complete.contact,app.office365.api.sync.job.complete.contact,0,0,Sync job completed.,app|office365-app
2017.01,appoffice365apisyncjobcompletegroup,app.office365.api.sync.job.complete.group,app.office365.api.sync.job.complete.group,0,0,Sync job completed.,app|office365-app
2017.01,appoffice365apisyncjobcompleteuser,app.office365.api.sync.job.complete.user,app.office365.api.sync.job.complete.user,0,0,Sync job completed.,app|office365-app
2017.01,appoffice365clientplatformconversionjobprocessingappinstance,app.office365.clientplatform.conversion.job.processing.app.instance,app.office365.clientplatform.conversion.job.processing.app.instance,0,0,Begin processing client access conversion for app instance.,app|office365-app
2017.01,appoffice365clientplatformconversionjobskippingmigration,app.office365.clientplatform.conversion.job.skipping.migration,app.office365.clientplatform.conversion.job.skipping.migration,0,0,Skipping migration of client access rules for app instance.,app|office365-app
2017.01,appoffice365dirsyncskippingconflict-object,app.office365.dirsync.skipping.conflict-object,app.office365.dirsync.skipping.conflict-object,0,0,Skipping sync of conflict object.,app|office365-app
2017.01,appoffice365dirsyncskippingcritical-system-object,app.office365.dirsync.skipping.critical-system-object,app.office365.dirsync.skipping.critical-system-object,0,0,Skipping sync of critical system object.,app|office365-app
2017.01,appoffice365dirsyncskippingnon-security-group-invalid-mail,app.office365.dirsync.skipping.non-security-group-invalid-mail,app.office365.dirsync.skipping.non-security-group-invalid-mail,0,0,Skipping sync of non security object with invalid mail.,app|office365-app
2017.01,appoffice365dirsyncskippingreserved-attribute-value,app.office365.dirsync.skipping.reserved-attribute-value,app.office365.dirsync.skipping.reserved-attribute-value,0,0,Skipping sync of object with reserved attribute value.,app|office365-app
2017.01,appoffice365dirsyncskippingsystemmailbox,app.office365.dirsync.skipping.systemmailbox,app.office365.dirsync.skipping.systemmailbox,0,0,Skipping sync of system mailbox object.,app|office365-app
2017.01,appoffice365dirsyncskippingwithout-name-and-displayname,app.office365.dirsync.skipping.without-name-and-displayname,app.office365.dirsync.skipping.without-name-and-displayname,0,0,Skipping sync of non security object without name and display name.,app|office365-app
2017.01,appoffice365errorimportinguser,app.office365.error.importing.user,app.office365.error.importing.user,0,0,An error occurred while importing user.,app|office365-app
2017.01,appoffice365graphapierrornomailboxfound,app.office365.graph.api.error.no.mailbox.found,app.office365.graph.api.error.no.mailbox.found,0,0,No MailBox found for Office 365 user.,app|office365-app
2017.01,appoffice365graphapierrorrate-limitexceeded,app.office365.graph.api.error.rate-limit.exceeded,app.office365.graph.api.error.rate-limit.exceeded,0,0,Rate limit exceeded for Microsoft Graph.,app|office365-app
2017.01,appoffice365graphapierrorserviceprincipalcreationfailed,app.office365.graph.api.error.service.principal.creation.failed,app.office365.graph.api.error.service.principal.creation.failed,0,0,Failure while trying to create service principal.,office365-app
2017.01,appoffice365graphapierrorserviceprincipalmsgraphauthenticationfailure,app.office365.graph.api.error.service.principal.msgraph.authentication.failure,app.office365.graph.api.error.service.principal.msgraph.authentication.failure,0,0,Failure while trying to create service principal due to a Mircrosoft Graph authentication issue.,office365-app
2017.01,appoffice365serviceprincipalcleanupjobcomplete,app.office365.service.principal.cleanup.job.complete,app.office365.service.principal.cleanup.job.complete,0,0,End processing Office 365 service principal cleanup.,app|office365-app
2017.01,appoffice365serviceprincipalcleanupjobinvalidcredentials,app.office365.service.principal.cleanup.job.invalid.credentials,app.office365.service.principal.cleanup.job.invalid.credentials,0,0,The admin username or password is invalid. Please use the Azure Active Directory cmdlets to execute the command 'Remove-MsolServicePrincipal -AppPrincipalId' to manually cleanup the service principal.,app|office365-app
2017.01,appoffice365serviceprincipalcleanupjobprocessing,app.office365.service.principal.cleanup.job.processing,app.office365.service.principal.cleanup.job.processing,0,0,Begin performing Office 365 service principal cleanup.,app|office365-app
2017.01,appoffice365serviceprincipalcleanupjobskippingmissingcreds,app.office365.service.principal.cleanup.job.skipping.missing.creds,app.office365.service.principal.cleanup.job.skipping.missing.creds,0,0,Skipping app instance during Office 365 service principal cleanup as it does not contain Office 365 admin user credentials. Please use the Azure Active Directory cmdlets to execute the command 'Remove-MsolServicePrincipal -AppPrincipalId' to manually cleanup the service principal.,app|office365-app
2017.01,appoffice365serviceprincipalcleanupjobskippingnoserviceprincipal,app.office365.service.principal.cleanup.job.skipping.no.service.principal,app.office365.service.principal.cleanup.job.skipping.no.service.principal,0,0,Skipping app instance during Office 365 service principal cleanup as it does not have a service principal.,app|office365-app
2017.01,appoffice365serviceprincipalcleanupjobunabletodeleteserviceprincipal,app.office365.service.principal.cleanup.job.unable.to.delete.service.principal,app.office365.service.principal.cleanup.job.unable.to.delete.service.principal,0,0,Unable to automatically delete the Office 365 service principal. Please use the Azure Active Directory cmdlets to execute the command 'Remove-MsolServicePrincipal -AppPrincipalId' to manually cleanup the service principal.,app|office365-app
2017.01,appoffice365userdeletesuccess,app.office365.user.delete.success,app.office365.user.delete.success,0,0,Successfully deleted the Office 365 user.,app|office365-app
2017.01,appoffice365userlifecycleactionfailed,app.office365.user.lifecycle.action.failed,app.office365.user.lifecycle.action.failed,0,0,Unable to complete app user lifecycle action for AppUser.,app|office365-app
2017.01,appoffice365userremovelicensessuccess,app.office365.user.remove.licenses.success,app.office365.user.remove.licenses.success,0,0,Successfully removed all the licenses for the Office 365 user.,app|office365-app
2017.01,appradiusagentlistenerfailed,app.radius.agent.listener.failed,app.radius.agent.listener.failed,0,0,Radius agent listener failed.,app|radius
2018.13,appradiusagentlistenersucceeded,app.radius.agent.listener.succeeded,app.radius.agent.listener.succeeded,0,0,Radius agent listener succeeded.,app|radius
2018.13,appradiusagentportinaccessible,app.radius.agent.port_inaccessible,app.radius.agent.port_inaccessible,0,0,Radius agent failed to listen on port.,app|radius
2018.13,appradiusagentportreaccessible,app.radius.agent.port_reaccessible,app.radius.agent.port_reaccessible,0,0,Radius agent was able to listen on port again.,app|radius
2018.13,appradiusinfoaccessnopermission,app.radius.info_access.no_permission,app.radius.info_access.no_permission,0,0,No permission accessing any Radius app info. This event can be used to monitor and notify admins when some users who access radius app info have no permission. Fired when users who access radius app info have no permission.,app|radius
2020.08.0,appradiusinfoaccesspartialpermission,app.radius.info_access.partial_permission,app.radius.info_access.partial_permission,0,0,No permission accessing info for part of Radius apps. This event can be used to monitor and notify admins when some users who access radius app info have only partial permission. Fired when users who access radius app info have partial permission.,app|radius
2020.08.0,apprealtimesyncimportdetailsadduser,app.realtimesync.import.details.add_user,app.realtimesync.import.details.add_user,0,0,Real time sync added new User.,app
2014.25,apprealtimesyncimportdetailsdeleteuser,app.realtimesync.import.details.delete_user,app.realtimesync.import.details.delete_user,0,0,Real time sync removed existing User.,app
2014.25,apprealtimesyncimportdetailsupdateuser,app.realtimesync.import.details.update_user,app.realtimesync.import.details.suspend_user|app.realtimesync.import.details.unsuspend_user|app.realtimesync.import.details.update_user,0,0,Fired when a real time import includes an update to an existing user. This can be used to see details about the user updates included in a real time sync import. When fired this event contains information about the type of update made including whether or not a user was suspend or unsuspended. Related events include: app.realtimesync.import.details_add_user and app.realtimesync.import.details_delete_user.,app
2014.25,apprumconfigvalidationerror,app.rum.config.validation.error,app.rum.config.validation.error,0,0,Error validating instance configuration. Can be used to identify configuration issues with remote user management.,rum
2018.42,apprumisapiaccounterror,app.rum.is.api.account.error,app.rum.is.api.account.error,0,0,RUM API account is not configured or empty. Can be used to identify RUM API account configuration issues.,rum
2018.42,apprumpackagethrownerror,app.rum.package.thrown.error,app.rum.package.thrown.error,0,0,Errors during execution. Can be used to identify any errors during execution of remote user management.,rum
2018.42,apprumvalidationerror,app.rum.validation.error,app.rum.validation.error,0,0,Error during package validation. Can be used to identify validation issues with remote user management packages.,rum
2018.42,appsamlsensitiveattributeupdate,app.saml.sensitive.attribute.update,app.saml.sensitive.attribute.update,0,0,Fired when a SAML assertion contains a sensitive attribute and that sensitive attribute has been updated (modified/added/deleted). This event does not fire when non-sensitive SAML attributes are updated. This can be used to audit that a sensitive attribute attached to an outbound SAML assertion has been correctly modified added or deleted. When fired this event contains the specific attributes that have been modified added or deleted to/from the SAML assertion. Related events include: application.lifecycle.update.,app|cvd
2019.01.1,appusermanagement,app.user_management,app.user_management.app_group_member_import.delete_failure|app.user_management.app_group_member_import.delete_success|app.user_management.app_group_member_import.insert_failure|app.user_management.app_group_member_import.insert_success,0,0,Imported new or deleted existing member of an application group.,app-user-management
2016.04,appusermanagementgrouppushmappingcreatedfromrule,app.user_management.grouppush.mapping.created.from.rule,app.user_management.grouppush.mapping.created.from.rule,0,0,A Group Push mapping to the group has been created from the rule.,app
2017.51,appusermanagementgrouppushmappingcreatedfromruleerrorduplicate,app.user_management.grouppush.mapping.created.from.rule.error.duplicate,app.user_management.grouppush.mapping.created.from.rule.error.duplicate,0,0,A Group Push mapping to the group did not get created from rule because an existing mapping already existed.,app
2017.51,appusermanagementgrouppushmappingcreatedfromruleerrorvalidation,app.user_management.grouppush.mapping.created.from.rule.error.validation,app.user_management.grouppush.mapping.created.from.rule.error.validation,0,0,A Group Push mapping to the group did not get created from rule because of the validation error.,app
2017.51,appusermanagementgrouppushmappingcreatedfromruleerrors,app.user_management.grouppush.mapping.created.from.rule.errors,app.user_management.grouppush.mapping.created.from.rule.errors,0,0,A Group Push mapping to the group did not get created from rule.,app
